ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,InflectedForms
lote1237-1-132_2plpronounyeyouyall-1,,lote1237-1,132_2plpronounyeyouyall,imo,imo,i m o,also used for 2sg taboo relations,Barlow2024,,,^ i m o $,default,
lote1237-1-133_2trpronounyethreeyouthreeyallthree-1,,lote1237-1,133_2trpronounyethreeyouthreeyallthree,imo mol,imo mol,i m o + m o l,‘2pl three’,Barlow2024,,,^ i m o + m o l $,default,
lote1237-1-134_2dupronounyetwoyoutwoyalltwo-1,,lote1237-1,134_2dupronounyetwoyoutwoyalltwo,imo nai,imo nai,i m o + n a i,‘2pl two’,Barlow2024,,,^ i m o + n a i $,default,
lote1237-1-135_todrink-1,,lote1237-1,135_todrink,in,in,i n,,Barlow2024,,,^ i n $,default,in-ia
lote1237-1-136_smellystinky-1,,lote1237-1,136_smellystinky,ina,ina,i n a,,Barlow2024,,,^ i n a $,default,ina-ŋana
lote1237-1-137_painpainfultohurttobeinpain-1,,lote1237-1,137_painpainfultohurttobeinpain,inin,inin,i n i n,,Barlow2024,,,^ i n i n $,default,
lote1237-1-138_speargeneric-1,,lote1237-1,138_speargeneric,io,io,i o,"cf. specific spear types /kaliŋo/, /pakpaka/, /raliŋ/",Barlow2024,,,^ i o $,default,
lote1237-1-139_2sgpronounthoutheeyou-1,,lote1237-1,139_2sgpronounthoutheeyou,ioŋ,ioŋ,i o ŋ,,Barlow2024,,,^ i o ŋ $,default,
lote1237-1-140_3plpronountheythem-1,,lote1237-1,140_3plpronountheythem,iri,iri,i r i,also used for 3sg taboo relations,Barlow2024,,,^ i r i $,default,
lote1237-1-141_3trpronountheythreethemthree-1,,lote1237-1,141_3trpronountheythreethemthree,iri mol,iri mol,i r i + m o l,‘3pl three’,Barlow2024,,,^ i r i + m o l $,default,
lote1237-1-142_3dupronountheytwothemtwo-1,,lote1237-1,142_3dupronountheytwothemtwo,iri nai,iri nai,i r i + n a i,‘3pl two’,Barlow2024,,,^ i r i + n a i $,default,
lote1237-1-143_highlandsmountain-1,,lote1237-1,143_highlandsmountain,it,it,i t,cf. /hɛŋɛnɛ/ ‘mountain; temple (of the head)’,Barlow2024,,,^ i t $,default,
lote1237-1-144_1plinclpronounweus-1,,lote1237-1,144_1plinclpronounweus,ita,ita,i t a,,Barlow2024,,,^ i t a $,default,
lote1237-1-145_1trinclpronounwethreeusthree-1,,lote1237-1,145_1trinclpronounwethreeusthree,ita mol,ita mol,i t a + m o l,‘1pl.incl three’,Barlow2024,,,^ i t a + m o l $,default,
lote1237-1-146_1duinclpronounwetwoustwo-1,,lote1237-1,146_1duinclpronounwetwoustwo,ita nai,ita nai,i t a + n a i,‘1pl.incl two’,Barlow2024,,,^ i t a + n a i $,default,
lote1237-1-147_who-1,,lote1237-1,147_who,itei,itei,i t e i,,Barlow2024,,,^ i t e i $,default,
lote1237-1-148_star-1,,lote1237-1,148_star,itox,itox,i t o x,,Barlow2024,,,^ i t o x $,default,
lote1237-1-149_bamboosp-1,,lote1237-1,149_bamboosp,iu,iu,i u,"same form as ‘to blow; to call (for someone), to shout’; cf. /ilipa/, a different sp.",Barlow2024,,,^ i u $,default,
lote1237-1-150_toblowtocallforsomeonetoshout-1,,lote1237-1,150_toblowtocallforsomeonetoshout,iu,iu,i u,"same form as ‘bamboo sp.’; cf. /hurus/ ‘to blow’, /hɛkɛ/ ‘to blow (a fire); to raise (something)’, /haka/ ‘to blow (of the wind); to climb, to ascend, to go up; to grow’",Barlow2024,,,^ i u $,default,iu-a
lote1237-1-151_groundearthsoil-1,,lote1237-1,151_groundearthsoil,ix,ix,i x,,Barlow2024,,,^ i x $,default,
lote1237-1-152_mainland-1,,lote1237-1,152_mainland,ix una,ix una,i x + u n a,‘ground full’,Barlow2024,,,^ i x + u n a $,default,
lote1237-1-557_1sgpossessivesuffixmy1sgposs-2,,lote1237-1,557_1sgpossessivesuffixmy1sgposs,-k,-k,+ k,"allomorphs: /-ik/, /-uk/",Barlow2024,,,^ - k $,default,
lote1237-1-154_heart-1,,lote1237-1,154_heart,kakaho-,kakaho-,k a k a h o +,,Barlow2024,,,^ k a k a h o - $,default,"kakaho-k (1sg), kakaho-m (2sg), kakaho-m (3sg)"
lote1237-1-155_knife-1,,lote1237-1,155_knife,kakop,kakop,k a k o p,,Barlow2024,,,^ k a k o p $,default,
lote1237-1-156_neck-1,,lote1237-1,156_neck,kal-,kal-,k a l +,,Barlow2024,,,^ k a l - $,default,"kal-ik (1sg), kal-im (2sg), kan-na (3sg)"
lote1237-1-157_totietofasten-1,,lote1237-1,157_totietofasten,kale,kale,k a l e,"cf. /kale hit/ ‘to tie up’, /hit/ ‘to block, to tie’, /tom/ ‘to fix, to tie’, /tom hit/ ‘to tie up’",Barlow2024,,,^ k a l e $,default,
lote1237-1-527_totieup-1,,lote1237-1,527_totieup,kale hit,kale hit,k a l e + h i t,"‘tie block’; cf. /kale/ ‘to tie, to fasten’, /hit/ ‘to block, to tie’, /tom/ ‘to fix, to tie’, /tom hit/ ‘to tie up’",Barlow2024,,,^ k a l e + h i t $,default,kale hit-ɛ
lote1237-1-159_indiancoraltreetpbalbal-1,,lote1237-1,159_indiancoraltreetpbalbal,kaleo,kaleo,k a l e o,,Barlow2024,,,^ k a l e o $,default,
lote1237-1-160_shield-1,,lote1237-1,160_shield,kaleu,kaleu,k a l e u,,Barlow2024,,,^ k a l e u $,default,
lote1237-1-161_spearforshootingfishspearwithmultipleprongs-1,,lote1237-1,161_spearforshootingfishspearwithmultipleprongs,kaliŋo,kaliŋo,k a l i ŋ o,"cf. other types /pakpaka/, /raliŋ/, and generic /io/",Barlow2024,,,^ k a l i ŋ o $,default,
lote1237-1-162_fardistant-1,,lote1237-1,162_fardistant,kaŋkaŋa,kaŋkaŋa,k a ŋ k a ŋ a,reduplication?,Barlow2024,,,^ k a ŋ k a ŋ a $,default,
lote1237-1-201_theremedialdemonstrative-1,,lote1237-1,201_theremedialdemonstrative,kau,kau,k a u,"close to hearer; often has an interrogative function; cf. /la/, /lamam/",Barlow2024,,,^ k a u $,default,
lote1237-1-164_dog-1,,lote1237-1,164_dog,kaune,kaune,k a u n e,possibly /kaone/,Barlow2024,,,^ k a u n e $,default,
lote1237-1-165_prepositionprepthatcomplementizercomp-1,,lote1237-1,165_prepositionprepthatcomplementizercomp,ke,ke,k e,,Barlow2024,,,^ k e $,default,
lote1237-1-166_tosteal-1,,lote1237-1,166_tosteal,kɛmɛ,kɛmɛ,k ɛ m ɛ,,Barlow2024,,,^ k ɛ m ɛ $,default,kɛmɛ-ia
lote1237-1-167_hardnotsoft-1,,lote1237-1,167_hardnotsoft,kɛrkɛrɛŋ,kɛrkɛrɛŋ,k ɛ r k ɛ r ɛ ŋ,reduplication?,Barlow2024,,,^ k ɛ r k ɛ r ɛ ŋ $,default,
lote1237-1-168_bone-1,,lote1237-1,168_bone,ki-,ki-,k i +,,Barlow2024,,,^ k i - $,default,"ki-k (1sg), ki-m (2sg), ki-na (3sg)"
lote1237-1-169_pig-1,,lote1237-1,169_pig,kiɛ,kiɛ,k i ɛ,,Barlow2024,,,^ k i ɛ $,default,
lote1237-1-170_plantsp-1,,lote1237-1,170_plantsp,kiki,kiki,k i k i,"reduplication?; same form as /kiki-/ ‘strength, muscle’",Barlow2024,,,^ k i k i $,default,
lote1237-1-171_strengthmuscle-1,,lote1237-1,171_strengthmuscle,kiki,kiki,k i k i,reduplication?; same form as /kiki/ ‘plant sp.’,Barlow2024,,,^ k i k i $,default,kiki-na (3sg)
lote1237-1-172_tosit-2,,lote1237-1,172_tosit,kila,kila,k i l a,possibly /kil-a/; also /are/,Barlow2024,,,^ k i l a $,default,
lote1237-1-173_villageplace-1,,lote1237-1,173_villageplace,kileŋ,kileŋ,k i l e ŋ,possibly related to /kil/ ‘to sit’,Barlow2024,,,^ k i l e ŋ $,default,
lote1237-1-174_tothunder-1,,lote1237-1,174_tothunder,kileŋ kuruŋ ŋa-,kileŋ kuruŋ ŋa-,k i l e ŋ + k u r u ŋ + ŋ a +,‘place thunder NMLZ?-POSS’,Barlow2024,,,^ k i l e ŋ + k u r u ŋ + ŋ a - $,default,"kileŋ kuruŋ ŋa-na (3sg), kileŋ kuruŋa-ria (3pl)"
lote1237-1-175_tolightningtoflash-1,,lote1237-1,175_tolightningtoflash,kileŋ xalɛm ŋa-,kileŋ xalɛm ŋa-,k i l e ŋ + x a l ɛ m + ŋ a +,‘place lightning NMLZ?-POSS’,Barlow2024,,,^ k i l e ŋ + x a l ɛ m + ŋ a - $,default,"kileŋ xalɛm ŋa-na (3sg), kileŋ xalɛm ŋa-ria (3pl)"
lote1237-1-176_smalllittleperson-1,,lote1237-1,176_smalllittleperson,kino,kino,k i n o,"cf. /tuna/ ‘small, little (thing)’, /sune/ ‘small, little; a little’",Barlow2024,,,^ k i n o $,default,
lote1237-1-177_toscrubtobrushtowipe-1,,lote1237-1,177_toscrubtobrushtowipe,kira,kira,k i r a,"cf. /ɛmu/ ‘to rub’, /lomɛ/ ‘to wash, to clean, to wipe’",Barlow2024,,,^ k i r a $,default,kir-ɛ
lote1237-1-178_breadfruit-1,,lote1237-1,178_breadfruit,koal,koal,k o a l,,Barlow2024,,,^ k o a l $,default,
lote1237-1-179_hereproximaldemonstrativetobehere-1,,lote1237-1,179_hereproximaldemonstrativetobehere,koi,koi,k o i,"close to speaker; cf. /lai/, /lamai/",Barlow2024,,,^ k o i $,default,
lote1237-1-180_yellow-1,,lote1237-1,180_yellow,koikoi,koikoi,k o i k o i,reduplication?,Barlow2024,,,^ k o i k o i $,default,
lote1237-1-181_boy-1,,lote1237-1,181_boy,kol,kol,k o l,,Barlow2024,,,^ k o l $,default,
lote1237-1-182_bag-1,,lote1237-1,182_bag,kole,kole,k o l e,,Barlow2024,,,^ k o l e $,default,
lote1237-1-538_son-1,,lote1237-1,538_son,kolɛ-,kolɛ-,k o l ɛ +,"likely < /kol/ ‘boy’; also /tu- neŋe tamane/, /tu- tamaneŋana/",Barlow2024,,,^ k o l ɛ - $,default,"kolɛ-k (1sg), kolɛ-m (2sg), kolɛ-nɛ (3sg)"
lote1237-1-184_sweetpotatotpkaukau-1,,lote1237-1,184_sweetpotatotpkaukau,kolompe,kolompe,k o l o m p e,[kolombe],Barlow2024,,,^ k o l o m p e $,default,
lote1237-1-185_hiding-1,,lote1237-1,185_hiding,kome,kome,k o m e,,Barlow2024,,,^ k o m e $,default,
lote1237-1-186_tohidesomething-1,,lote1237-1,186_tohidesomething,komɛ,komɛ,k o m ɛ,< /kome/ ‘hiding’,Barlow2024,,,^ k o m ɛ $,default,
lote1237-1-202_thereyonderdistaldemonstrative-1,,lote1237-1,202_thereyonderdistaldemonstrative,kou,kou,k o u,far from both speaker and hearer; cf. /lamau/,Barlow2024,,,^ k o u $,default,
lote1237-1-188_incorrectwrongfalse-1,,lote1237-1,188_incorrectwrongfalse,koukou,koukou,k o u k o u,reduplication?,Barlow2024,,,^ k o u k o u $,default,
lote1237-1-189_pathroadtrail-1,,lote1237-1,189_pathroadtrail,kue,kue,k u e,,Barlow2024,,,^ k u e $,default,
lote1237-1-190_digitfingertoe-1,,lote1237-1,190_digitfingertoe,kuka-,kuka-,k u k a +,,Barlow2024,,,^ k u k a - $,default,kuka-na (3sg)
lote1237-1-191_walkingstick-1,,lote1237-1,191_walkingstick,kula,kula,k u l a,,Barlow2024,,,^ k u l a $,default,
lote1237-1-192_limetpkambang-1,,lote1237-1,192_limetpkambang,kulum,kulum,k u l u m,,Barlow2024,,,^ k u l u m $,default,
lote1237-1-193_crab-1,,lote1237-1,193_crab,kume,kume,k u m e,,Barlow2024,,,^ k u m e $,default,
lote1237-1-194_stillyetincompletivemarkerincmpl-1,,lote1237-1,194_stillyetincompletivemarkerincmpl,kura,kura,k u r a,postverbal,Barlow2024,,,^ k u r a $,default,
lote1237-1-195_thunder-1,,lote1237-1,195_thunder,kuruŋ,kuruŋ,k u r u ŋ,,Barlow2024,,,^ k u r u ŋ $,default,"kuruŋ ŋa-na (3sg), kuruŋ ŋa-ria (3pl) (with nominalizer as host for possessive marking?)"
lote1237-1-196_therethithermedialdemonstrative-1,,lote1237-1,196_therethithermedialdemonstrative,la,la,l a,"close to hearer; same form as ‘to go’; cf. /lamam/, /kau/",Barlow2024,,,^ l a $,default,
lote1237-1-197_togo-1,,lote1237-1,197_togo,la,la,l a,"same form as ‘there, thither’",Barlow2024,,,^ l a $,default,"la-ia (‘to bring’, transitive version of ‘to go’), la~la (reduplication)"
lote1237-1-342_where-1,,lote1237-1,342_where,la ŋai,la ŋai,l a + ŋ a i,‘there where?’; also /ŋai/,Barlow2024,,,^ l a + ŋ a i $,default,
lote1237-1-199_herehitherproximaldemonstrative-1,,lote1237-1,199_herehitherproximaldemonstrative,lai,lai,l a i,"close to speaker; cf. /lamai/, /koi/",Barlow2024,,,^ l a i $,default,
lote1237-1-200_hereproximaldemonstrative-1,,lote1237-1,200_hereproximaldemonstrative,lamai,lamai,l a m a i,"close to speaker; cf. /lai/, /koi/",Barlow2024,,,^ l a m a i $,default,
lote1237-1-201_theremedialdemonstrative-2,,lote1237-1,201_theremedialdemonstrative,lamam,lamam,l a m a m,"close to hearer; cf. /la/, /kau/",Barlow2024,,,^ l a m a m $,default,
lote1237-1-202_thereyonderdistaldemonstrative-2,,lote1237-1,202_thereyonderdistaldemonstrative,lamau,lamau,l a m a u,far from both speaker and hearer; cf. /kou/,Barlow2024,,,^ l a m a u $,default,
lote1237-1-203_flyhousefly-1,,lote1237-1,203_flyhousefly,laŋo,laŋo,l a ŋ o,,Barlow2024,,,^ l a ŋ o $,default,
lote1237-1-204_marchflyblowfly-1,,lote1237-1,204_marchflyblowfly,laŋo xɛrxɛra,laŋo xɛrxɛra,l a ŋ o + x ɛ r x ɛ r a,‘fly blue/green’,Barlow2024,,,^ l a ŋ o + x ɛ r x ɛ r a $,default,
lote1237-1-384_irrealismarkerirr-1,,lote1237-1,384_irrealismarkerirr,lape,lape,l a p e,preverbal; also /pe/,Barlow2024,,,^ l a p e $,default,
lote1237-1-404_arecoidpalmsptplimbum-1,,lote1237-1,404_arecoidpalmsptplimbum,lapia,lapia,l a p i a,"cf. /pola/, a different species",Barlow2024,,,^ l a p i a $,default,
lote1237-1-207_rotten-1,,lote1237-1,207_rotten,lapusa,lapusa,l a p u s a,,Barlow2024,,,^ l a p u s a $,default,
lote1237-1-468_tocatch-1,,lote1237-1,468_tocatch,lau,lau,l a u,also /sihɛ/,Barlow2024,,,^ l a u $,default,lau-a
lote1237-1-209_tobaketocookinanearthoventpmumuim-1,,lote1237-1,209_tobaketocookinanearthoventpmumuim,lel,lel,l e l,"cf. /mak/ ‘to burn (person as subject), to cook (with fire)’, /tun/ ‘to boil’",Barlow2024,,,^ l e l $,default,lel-ɛ
lote1237-1-210_toflowofariver-1,,lote1237-1,210_toflowofariver,lele,lele,l e l e,reduplication?,Barlow2024,,,^ l e l e $,default,
lote1237-1-458_smooth-1,,lote1237-1,458_smooth,lelemo,lelemo,l e l e m o,possibly related to /lele/ ‘to flow’; reduplication?; also /sasanix/,Barlow2024,,,^ l e l e m o $,default,
lote1237-1-212_tobuild-1,,lote1237-1,212_tobuild,lelɛ,lelɛ,l e l ɛ,"possibly /lel-ɛ/; possibly the same form as /lel/ ‘to bake, to cook in an earth oven (TP: mumuim)’; cf. /umɛ/ ‘to work, to build’, /po/ ‘to do, to make’",Barlow2024,,,^ l e l ɛ $,default,
lote1237-1-213_tocarve-1,,lote1237-1,213_tocarve,les,les,l e s,cf. /raluɛ/ ‘to carve (a canoe)’,Barlow2024,,,^ l e s $,default,les-ia
lote1237-1-214_inside-1,,lote1237-1,214_inside,lete-,lete-,l e t e +,"cf. /teu/ ‘inside; to go in, to go inside, to enter’",Barlow2024,,,^ l e t e - $,default,"lete-m (2sg), lete-na (3sg)"
lote1237-1-540_tothink-1,,lote1237-1,540_tothink,lete- matana,lete- matana,l e t e + + m a t a n a,"‘inside-POSS eye-3SG’; also /lete- tuanin/, /tuanin/",Barlow2024,,,^ l e t e - + m a t a n a $,default,lete-m mata-na (2sg)
lote1237-1-540_tothink-2,,lote1237-1,540_tothink,lete- tuanin,lete- tuanin,l e t e + + t u a n i n,"‘inside-POSS think’; also /lete- matana/, /tuanin/",Barlow2024,,,^ l e t e - + t u a n i n $,default,lete-na tuanin (3sg)
lote1237-1-217_generalpossessiveclassifierpossgen-1,,lote1237-1,217_generalpossessiveclassifierpossgen,lɛ-,lɛ-,l ɛ +,"used in indirect possession constructions; follows the possessor (genitive) and precedes the possessum (possessed); takes a possessive suffix indexing the person/number of the possessor; used with possessions that are not food- or drink-related; allomorphs for 3sg possessors: /na/, /nena/",Barlow2024,,,^ l ɛ - $,default,"lɛ-k (1sg), lɛ-m (2sg), na (3sg), nɛ (3sg), nena (3sg)"
lote1237-1-218_tofly-1,,lote1237-1,218_tofly,lɛhɛ,lɛhɛ,l ɛ h ɛ,,Barlow2024,,,^ l ɛ h ɛ $,default,lɛ~lɛhɛ (reduplication)
lote1237-1-219_fourcountinginfoursonlyasanabsolutenumeralnotasanadnominalnumeral-1,,lote1237-1,219_fourcountinginfoursonlyasanabsolutenumeralnotasanadnominalnumeral,lɛisinɛ,lɛisinɛ,l ɛ i s i n ɛ,"used for counting coconuts, breadfruit, pieces of firewood, (not, e.g., stones, bananas, people); cf. /ana lɛisinɛ/, used as an adnominal numeral; /hɛnɛl/ ‘four’ (in general counting)",Barlow2024,,,^ l ɛ i s i n ɛ $,default,
lote1237-1-221_sixteen16countinginfours-1,,lote1237-1,221_sixteen16countinginfours,lɛisinɛ hɛnɛl,lɛisinɛ hɛnɛl,l ɛ i s i n ɛ + h ɛ n ɛ l,‘group.of.four [times] four’; also /lɛisinɛ iri hɛnɛl/,Barlow2024,,,^ l ɛ i s i n ɛ + h ɛ n ɛ l $,default,
lote1237-1-221_sixteen16countinginfours-2,,lote1237-1,221_sixteen16countinginfours,lɛisinɛ iri hɛnɛl,lɛisinɛ iri hɛnɛl,l ɛ i s i n ɛ + i r i + h ɛ n ɛ l,‘group.of.four 3PL four’; also /lɛisinɛ hɛnɛl/,Barlow2024,,,^ l ɛ i s i n ɛ + i r i + h ɛ n ɛ l $,default,
lote1237-1-224_twelve12countinginfours-1,,lote1237-1,224_twelve12countinginfours,lɛisinɛ iri mol,lɛisinɛ iri mol,l ɛ i s i n ɛ + i r i + m o l,‘group.of.four 3PL three’; also /lɛisinɛ mol/,Barlow2024,,,^ l ɛ i s i n ɛ + i r i + m o l $,default,
lote1237-1-225_eight8countinginfours-1,,lote1237-1,225_eight8countinginfours,lɛisinɛ iri nai,lɛisinɛ iri nai,l ɛ i s i n ɛ + i r i + n a i,‘group.of.four 3PL two’; also /lɛisinɛ nai/; cf. /ratɛle mol/ ‘eight’,Barlow2024,,,^ l ɛ i s i n ɛ + i r i + n a i $,default,
lote1237-1-224_twelve12countinginfours-2,,lote1237-1,224_twelve12countinginfours,lɛisinɛ mol,lɛisinɛ mol,l ɛ i s i n ɛ + m o l,‘group.of.four [times] three’; also /lɛisinɛ iri mol/,Barlow2024,,,^ l ɛ i s i n ɛ + m o l $,default,
lote1237-1-225_eight8countinginfours-2,,lote1237-1,225_eight8countinginfours,lɛisinɛ nai,lɛisinɛ nai,l ɛ i s i n ɛ + n a i,‘group.of.four [times] two’; also /lɛisinɛ iri nai/; cf. /ratɛle mol/ ‘eight’,Barlow2024,,,^ l ɛ i s i n ɛ + n a i $,default,
lote1237-1-226_nine9countinginfours-1,,lote1237-1,226_nine9countinginfours,lɛisinɛ nai pe ɛllɛ,lɛisinɛ nai pe ɛllɛ,l ɛ i s i n ɛ + n a i + p e + ɛ lː ɛ,‘group.of.four [times] two and one’; cf. /ratɛle hɛnɛl/ ‘nine’,Barlow2024,,,^ l ɛ i s i n ɛ + n a i + p e + ɛ ll ɛ $,default,
lote1237-1-227_eleven11countinginfours-1,,lote1237-1,227_eleven11countinginfours,lɛisinɛ nai pe mol,lɛisinɛ nai pe mol,l ɛ i s i n ɛ + n a i + p e + m o l,‘group.of.four [times] two and three’,Barlow2024,,,^ l ɛ i s i n ɛ + n a i + p e + m o l $,default,
lote1237-1-228_ten10countinginfours-1,,lote1237-1,228_ten10countinginfours,lɛisinɛ nai pe nai,lɛisinɛ nai pe nai,l ɛ i s i n ɛ + n a i + p e + n a i,‘group.of.four [times] two and two’; cf. /analox/ ‘ten’,Barlow2024,,,^ l ɛ i s i n ɛ + n a i + p e + n a i $,default,
lote1237-1-229_five5countinginfours-1,,lote1237-1,229_five5countinginfours,lɛisinɛ pe ɛllɛ,lɛisinɛ pe ɛllɛ,l ɛ i s i n ɛ + p e + ɛ lː ɛ,‘group.of.four and one’; cf. /limɛ/ ‘five’,Barlow2024,,,^ l ɛ i s i n ɛ + p e + ɛ ll ɛ $,default,
lote1237-1-230_seven7countinginfours-1,,lote1237-1,230_seven7countinginfours,lɛisinɛ pe mol,lɛisinɛ pe mol,l ɛ i s i n ɛ + p e + m o l,‘group.of.four and three’; cf. /ratɛle nai/ ‘seven’,Barlow2024,,,^ l ɛ i s i n ɛ + p e + m o l $,default,
lote1237-1-231_six6countinginfours-1,,lote1237-1,231_six6countinginfours,lɛisinɛ pe nai,lɛisinɛ pe nai,l ɛ i s i n ɛ + p e + n a i,‘group.of.four and two’; cf. /ratɛle ɛllɛ/ ‘six’,Barlow2024,,,^ l ɛ i s i n ɛ + p e + n a i $,default,
lote1237-1-232_clean-1,,lote1237-1,232_clean,lɛmlɛm,lɛmlɛm,l ɛ m l ɛ m,reduplication?,Barlow2024,,,^ l ɛ m l ɛ m $,default,
lote1237-1-233_tocuttohacktochop-1,,lote1237-1,233_tocuttohacktochop,lik,lik,l i k,"cf. /tel/ ‘to cut, to fell a tree’, /rir/ ‘to cut, to slice’, /tot/ ‘to cut, to slice’, /ut/ ‘to cut’",Barlow2024,,,^ l i k $,default,lik-ia
lote1237-1-234_five5-1,,lote1237-1,234_five5,limɛ,limɛ,l i m ɛ,cf. /lɛisinɛ pe ɛllɛ/ ‘five (counting in fours)’,Barlow2024,,,^ l i m ɛ $,default,
lote1237-1-235_oppositesexsiblingsisterofamanorbrotherofawoman-1,,lote1237-1,235_oppositesexsiblingsisterofamanorbrotherofawoman,liu-,liu-,l i u +,,Barlow2024,,,^ l i u - $,default,"liu-k (1sg), liu-m (2sg), liu-na (3sg)"
lote1237-1-236_youngeroppositesexsibling-1,,lote1237-1,236_youngeroppositesexsibling,liu- neŋe kino,liu- neŋe kino,l i u + + n e ŋ e + k i n o,‘opposite-sex.sibling-POSS REL small’,Barlow2024,,,^ l i u - + n e ŋ e + k i n o $,default,liu-na neŋe kino (3sg)
lote1237-1-237_olderoppositesexsibling-1,,lote1237-1,237_olderoppositesexsibling,liu- neŋe soke,liu- neŋe soke,l i u + + n e ŋ e + s o k e,‘opposite-sex.sibling-POSS REL big’,Barlow2024,,,^ l i u - + n e ŋ e + s o k e $,default,liu-na neŋe soke (3sg)
lote1237-1-238_alreadycompletivemarkercmpl-1,,lote1237-1,238_alreadycompletivemarkercmpl,lo,lo,l o,postverbal,Barlow2024,,,^ l o $,default,
lote1237-1-239_lastbornchild-1,,lote1237-1,239_lastbornchild,loena,loena,l o e n a,possibly related to /(h)oe-na/ ‘tail-3sg’,Barlow2024,,,^ l o e n a $,default,loena-ŋana (with adjectivizing suffix)
lote1237-1-240_toopenadoor-1,,lote1237-1,240_toopenadoor,lohɛ,lohɛ,l o h ɛ,"also [loɛ]; possibly /lo-ɛ/; cf. /ulɛlɛ/ ‘to open (a basket), to uncover’",Barlow2024,,,^ l o h ɛ $,default,
lote1237-1-241_taro-1,,lote1237-1,241_taro,loi,loi,l o i,,Barlow2024,,,^ l o i $,default,
lote1237-1-242_gingertpkawawar-1,,lote1237-1,242_gingertpkawawar,loitana,loitana,l o i t a n a,cf. /ex/ ‘tall ginger’,Barlow2024,,,^ l o i t a n a $,default,
lote1237-1-243_redanttpkarakum-1,,lote1237-1,243_redanttpkarakum,lolo,lolo,l o l o,reduplication?,Barlow2024,,,^ l o l o $,default,
lote1237-1-244_coldcool-1,,lote1237-1,244_coldcool,lololo,lololo,l o l o l o,reduplication?,Barlow2024,,,^ l o l o l o $,default,
lote1237-1-245_towashtocleantowipe-1,,lote1237-1,245_towashtocleantowipe,lomɛ,lomɛ,l o m ɛ,"possibly /lom-ɛ/; cf. /nun/ ‘to bathe’, /kira/ ‘to scrub, to brush, to wipe’",Barlow2024,,,^ l o m ɛ $,default,
lote1237-1-350_yesterday-1,,lote1237-1,350_yesterday,lona,lona,l o n a,also /ŋe lona/,Barlow2024,,,^ l o n a $,default,
lote1237-1-247_tolistentohear-1,,lote1237-1,247_tolistentohear,loŋo,loŋo,l o ŋ o,,Barlow2024,,,^ l o ŋ o $,default,loŋ-ɛ
lote1237-1-248_tofalltofalldown-1,,lote1237-1,248_tofalltofalldown,losio,losio,l o s i o,likely related to /sio/ ‘to go down’; cf. /mol/ ‘to fall (of rain)’,Barlow2024,,,^ l o s i o $,default,
lote1237-1-249_lotelanguage-1,,lote1237-1,249_lotelanguage,lote,lote,l o t e,,Barlow2024,,,^ l o t e $,default,
lote1237-1-250_allwhole-1,,lote1237-1,250_allwhole,loxlox,loxlox,l o x l o x,reduplication?,Barlow2024,,,^ l o x l o x $,default,
lote1237-1-251_ant-1,,lote1237-1,251_ant,lulue,lulue,l u l u e,,Barlow2024,,,^ l u l u e $,default,
lote1237-1-252_withtogetherwithcomitative-1,,lote1237-1,252_withtogetherwithcomitative,lulux,lulux,l u l u x,usually followed by /ŋe/ ‘PREP.PN’,Barlow2024,,,^ l u l u x $,default,
lote1237-1-253_uphigh-1,,lote1237-1,253_uphigh,lut,lut,l u t,,Barlow2024,,,^ l u t $,default,
lote1237-1-564_2sgpossessivesuffixthyyour2sgposs-2,,lote1237-1,564_2sgpossessivesuffixthyyour2sgposs,-m,-m,+ m,"allomorphs: /-im/, /-um/",Barlow2024,,,^ - m $,default,
lote1237-1-255_ordisjunctivecoordinator-1,,lote1237-1,255_ordisjunctivecoordinator,ma,ma,m a,"same form as ‘to lie, to sleep’",Barlow2024,,,^ m a $,default,
lote1237-1-256_tolietoliedowntosleep-1,,lote1237-1,256_tolietoliedowntosleep,ma,ma,m a,same form as ‘or’; cf. /mamani/ ‘to sleep’,Barlow2024,,,^ m a $,default,
lote1237-1-257_todream-1,,lote1237-1,257_todream,ma opɛ-,ma opɛ-,m a + o p ɛ +,‘sleep dream-POSS’,Barlow2024,,,^ m a + o p ɛ - $,default,"ma opɛ-m (2sg), ma opɛ-nɛ (3sg)"
lote1237-1-258_rat-1,,lote1237-1,258_rat,mais,mais,m a i s,,Barlow2024,,,^ m a i s $,default,
lote1237-1-259_toburnpersonassubjecttocookwithfire-1,,lote1237-1,259_toburnpersonassubjecttocookwithfire,mak,mak,m a k,"cf. /rau/ ‘to burn (intransitive), to be on fire’, /ŋau/ ‘to eat; to burn (fire as subject)’, /rɛmɛn/ ‘to light (of fire), to burn, to ignite’, /toŋo/ ‘to light a fire, to ignite’; cf. /lel/ ‘to bake, to cook in an earth oven (TP: mumuim)’, /tun/ ‘to boil’",Barlow2024,,,^ m a k $,default,mak-ia
lote1237-1-260_gutsintestines-1,,lote1237-1,260_gutsintestines,makal-,makal-,m a k a l +,,Barlow2024,,,^ m a k a l - $,default,"makal-ik (1sg), makal-im (2sg), makan-na (3sg)"
lote1237-1-261_soft-1,,lote1237-1,261_soft,makuk,makuk,m a k u k,,Barlow2024,,,^ m a k u k $,default,
lote1237-1-262_cordylineplanttptanget-1,,lote1237-1,262_cordylineplanttptanget,male,male,m a l e,,Barlow2024,,,^ m a l e $,default,
